city_id,city_name,state_id,state_code,county_area
1363,Santa Fe,13,TN,"Maury County, TN"
1364,Sapphire,10,NC,Jackson
1365,Savannah,8,MO,Andrew
1366,Savannah,13,TN,"Hardin County, TN"
1367,Schertz,14,TX,Guadalupe
1368,Schulenburg,14,TX,Fayette
1369,Scotts Hill,13,TN,"Decatur County, TN"
1370,Scottsboro,1,AL,"Jackson County, AL"
1371,Seattle,15,WA,King
1372,Sedalia,8,MO,Pettis
1373,Seguin,14,TX,Guadalupe
1374,Seven Devils,10,NC,Watauga
1375,Severance,2,CO,Weld
1376,Sevierville,13,TN,"Sevier County, TN"
1377,Sewanee,13,TN,"Franklin County, TN"
1378,Sharon,12,SC,York
1379,Shawnee Mission,6,KS,"Johnson, KS"
1380,Shawnee,6,KS,"Johnson, KS"
